Flight_ID,Day,Start_Time,End_Time,Duration_Min,Distance_Km,Payload_Kg,Status
FLIGHT-0702,4,21:42:00,21:46:46,4.77,2.86,0.78,Success
FLIGHT-0703,4,21:51:42,21:56:35,4.88,2.93,0.61,Success
FLIGHT-0704,4,22:03:25,22:08:22,4.95,2.97,1.45,Success
FLIGHT-0705,4,22:12:55,22:17:15,4.33,2.6,1.39,Success
FLIGHT-0706,4,22:19:34,22:21:44,2.17,1.3,0.64,Success
FLIGHT-0707,4,22:29:05,22:33:12,4.12,2.47,1.46,Success
FLIGHT-0708,4,22:39:54,22:41:33,1.65,0.99,1.18,Success
FLIGHT-0709,4,22:45:12,22:47:40,2.47,1.48,1.4,Success
FLIGHT-0710,4,22:52:13,22:53:52,1.65,0.99,1.42,Success
FLIGHT-0711,4,22:59:59,23:01:50,1.85,1.11,1.44,Success
FLIGHT-0712,4,23:08:50,23:11:27,2.62,1.57,1.9,Success
FLIGHT-0713,4,23:15:44,23:19:57,4.22,2.53,1.59,Success
FLIGHT-0714,4,23:26:18,23:30:43,4.42,2.65,1.5,Success
FLIGHT-0715,4,23:35:40,23:39:52,4.2,2.52,1.84,Success
FLIGHT-0716,4,23:46:22,23:50:03,3.68,2.21,1.15,GCS_Disconnect_RTL
FLIGHT-0717,4,23:56:10,23:59:11,3.02,1.81,1.42,Success
FLIGHT-0718,4,24:04:42,24:08:59,4.28,2.57,1.48,Success
FLIGHT-0719,4,24:11:45,24:14:17,2.53,1.52,1.03,Success
FLIGHT-0720,4,24:21:06,24:23:15,2.15,1.29,1.03,Success
FLIGHT-0721,4,24:27:55,24:30:39,2.73,1.64,1.39,Success
FLIGHT-0722,4,24:38:16,24:40:23,2.12,1.27,1.07,Success
FLIGHT-0723,4,24:45:16,24:48:56,3.67,2.2,1.43,Success
FLIGHT-0724,4,24:54:53,24:56:30,1.62,0.97,0.6,Success
FLIGHT-0725,5,0:00:16,0:03:14,2.97,1.78,1,Success
FLIGHT-0726,5,0:05:50,0:09:36,3.77,2.26,0.55,Success
FLIGHT-0727,5,0:12:33,0:15:49,3.27,1.96,1.46,Success
FLIGHT-0728,5,0:19:42,0:22:58,3.27,1.96,1.9,Success
FLIGHT-0729,5,0:27:27,0:31:15,3.8,2.28,1.4,Success
FLIGHT-0730,5,0:35:29,0:37:59,2.5,1.5,1.2,Success
FLIGHT-0731,5,0:42:07,0:44:31,2.4,1.44,1.57,Success
FLIGHT-0732,5,0:48:12,0:50:19,2.12,1.27,0.67,Success
FLIGHT-0733,5,0:58:06,0:59:56,1.83,1.1,1.62,Success
FLIGHT-0734,5,1:03:18,1:05:22,2.07,1.24,1.71,Success
FLIGHT-0735,5,1:12:04,1:14:29,2.42,1.45,1.33,Success
FLIGHT-0736,5,1:17:20,1:20:17,2.95,1.77,1.68,Success
FLIGHT-0737,5,1:28:08,1:31:50,3.7,2.22,0.99,Success
FLIGHT-0738,5,1:38:44,1:41:33,2.82,1.69,1.81,Success
FLIGHT-0739,5,1:45:21,1:47:25,2.07,1.24,1.02,Success
FLIGHT-0740,5,1:50:51,1:55:49,4.97,2.98,1.02,Success
FLIGHT-0741,5,2:01:22,2:06:12,4.83,2.9,0.74,Success
FLIGHT-0742,5,2:08:57,2:12:22,3.42,2.05,0.84,Success
FLIGHT-0743,5,2:16:05,2:18:59,2.9,1.74,1.58,Success
FLIGHT-0744,5,2:23:28,2:25:30,2.03,1.22,1.02,Success
FLIGHT-0745,5,2:29:31,2:33:18,3.78,2.27,1.45,Success
FLIGHT-0746,5,2:39:11,2:41:08,1.95,1.17,0.97,Success
FLIGHT-0747,5,2:45:14,2:49:10,3.93,2.36,1,Success
FLIGHT-0748,5,2:53:26,2:57:50,4.4,2.64,1.63,Success
FLIGHT-0749,5,3:02:44,3:07:26,4.7,2.82,0.81,Success
FLIGHT-0750,5,3:10:58,3:15:23,4.42,2.65,1.92,Success
FLIGHT-0751,5,3:22:39,3:26:45,4.1,2.46,1.16,Warning_HighWind
FLIGHT-0752,5,3:33:13,3:35:51,2.63,1.58,1.65,Success
FLIGHT-0753,5,3:39:33,3:41:55,2.37,1.42,1.66,Success
FLIGHT-0754,5,3:48:05,3:51:45,3.67,2.2,1.34,Success
FLIGHT-0755,5,3:56:08,3:58:02,1.9,1.14,1.6,Success
FLIGHT-0756,5,4:01:34,4:04:29,2.92,1.75,1.76,Success
FLIGHT-0757,5,4:10:21,4:15:09,4.8,2.88,1.18,Success
FLIGHT-0758,5,4:21:39,4:25:19,3.67,2.2,0.52,Success
FLIGHT-0759,5,4:29:44,4:34:12,4.47,2.68,0.92,Success
FLIGHT-0760,5,4:36:17,4:41:10,4.88,2.93,0.77,Success
FLIGHT-0761,5,4:45:05,4:47:31,2.43,1.46,1.97,Success
FLIGHT-0762,5,4:55:05,4:56:54,1.82,1.09,2,Success
FLIGHT-0763,5,5:04:32,5:06:04,1.53,0.92,1.03,Success
FLIGHT-0764,5,5:09:05,5:12:46,3.68,2.21,1.2,Success
FLIGHT-0765,5,5:16:32,5:19:37,3.08,1.85,0.51,Success
FLIGHT-0766,5,5:22:25,5:26:11,3.77,2.26,0.51,Success
FLIGHT-0767,5,5:31:37,5:33:54,2.28,1.37,0.6,Success
FLIGHT-0768,5,5:41:50,5:45:11,3.35,2.01,1.63,Success
FLIGHT-0769,5,5:50:39,5:53:47,3.13,1.88,1.51,Success
FLIGHT-0770,5,5:56:57,5:59:58,3.02,1.81,0.79,Success
FLIGHT-0771,5,6:05:32,6:09:12,3.67,2.2,1.15,Success
FLIGHT-0772,5,6:15:16,6:17:47,2.52,1.51,0.73,Success
FLIGHT-0773,5,6:20:40,6:22:25,1.75,1.05,0.8,Success
FLIGHT-0774,5,6:25:58,6:30:51,4.88,2.93,1.59,Success
FLIGHT-0775,5,6:36:28,6:37:59,1.52,0.91,0.7,Success
FLIGHT-0776,5,6:45:16,6:48:38,3.37,2.02,0.91,Success
FLIGHT-0777,5,6:53:23,6:58:07,4.73,2.84,1.45,Success
FLIGHT-0778,5,7:02:42,7:06:40,3.97,2.38,1.54,Success
FLIGHT-0779,5,7:13:17,7:16:00,2.72,1.63,1.49,Success
FLIGHT-0780,5,7:22:38,7:26:06,3.47,2.08,0.78,Success
FLIGHT-0781,5,7:31:29,7:35:39,4.17,2.5,1.15,Success
FLIGHT-0782,5,7:38:48,7:42:22,3.57,2.14,1.82,Success
FLIGHT-0783,5,7:46:21,7:48:36,2.25,1.35,1.5,Success
FLIGHT-0784,5,7:53:42,7:57:48,4.1,2.46,1.15,Success
FLIGHT-0785,5,8:04:11,8:06:55,2.73,1.64,1.72,Success
FLIGHT-0786,5,8:09:21,8:11:10,1.82,1.09,1.85,Warning_HighWind
FLIGHT-0787,5,8:14:10,8:19:01,4.85,2.91,0.51,Success
FLIGHT-0788,5,8:25:13,8:26:55,1.7,1.02,0.7,Success
FLIGHT-0789,5,8:33:58,8:36:02,2.07,1.24,0.52,Success
FLIGHT-0790,5,8:43:57,8:48:06,4.15,2.49,0.7,GCS_Disconnect_RTL
FLIGHT-0791,5,8:50:08,8:55:05,4.95,2.97,1.12,Success
FLIGHT-0792,5,8:58:12,9:00:42,2.5,1.5,1.46,Success
FLIGHT-0793,5,9:03:42,9:08:02,4.33,2.6,1.37,Success
FLIGHT-0794,5,9:12:20,9:15:39,3.32,1.99,1.06,Success
FLIGHT-0795,5,9:18:29,9:22:27,3.97,2.38,1.97,Success
FLIGHT-0796,5,9:27:12,9:31:14,4.03,2.42,1.26,Warning_HighWind
FLIGHT-0797,5,9:35:48,9:38:12,2.4,1.44,1.8,Success
FLIGHT-0798,5,9:42:24,9:45:20,2.93,1.76,1.54,Success
FLIGHT-0799,5,9:52:58,9:55:32,2.57,1.54,1.45,Success
FLIGHT-0800,5,10:01:05,10:05:29,4.4,2.64,1.18,Warning_HighWind
FLIGHT-0801,5,10:09:20,10:13:30,4.17,2.5,1.41,Success
FLIGHT-0802,5,10:17:27,10:19:16,1.82,1.09,1.94,Success
FLIGHT-0803,5,10:22:49,10:24:31,1.7,1.02,0.73,Success
FLIGHT-0804,5,10:31:22,10:35:53,4.52,2.71,1.37,Success
FLIGHT-0805,5,10:40:22,10:44:19,3.95,2.37,0.55,Success
FLIGHT-0806,5,10:48:26,10:51:19,2.88,1.73,1.82,Success
FLIGHT-0807,5,10:53:25,10:58:22,4.95,2.97,1.79,Success
FLIGHT-0808,5,11:03:22,11:06:19,2.95,1.77,1.83,Success
FLIGHT-0809,5,11:13:11,11:18:09,4.97,2.98,1.43,Warning_HighWind
FLIGHT-0810,5,11:21:43,11:25:09,3.43,2.06,0.59,Success
FLIGHT-0811,5,11:29:07,11:30:48,1.68,1.01,1.73,Success
FLIGHT-0812,5,11:32:58,11:36:05,3.12,1.87,0.61,Success
FLIGHT-0813,5,11:42:40,11:44:59,2.32,1.39,0.9,Success
FLIGHT-0814,5,11:48:22,11:52:02,3.67,2.2,1.98,Success
FLIGHT-0815,5,11:57:57,12:00:22,2.42,1.45,0.73,Success
FLIGHT-0816,5,12:03:54,12:06:57,3.05,1.83,0.53,Success
FLIGHT-0817,5,12:11:01,12:12:43,1.7,1.02,0.59,Success
FLIGHT-0818,5,12:18:25,12:21:16,2.85,1.71,1.01,Success
FLIGHT-0819,5,12:27:53,12:31:32,3.65,2.19,1.74,Success
FLIGHT-0820,5,12:36:41,12:41:27,4.77,2.86,1.22,Success
FLIGHT-0821,5,12:49:21,12:53:42,4.35,2.61,0.91,Success
FLIGHT-0822,5,12:59:48,13:02:14,2.43,1.46,1.57,Success
FLIGHT-0823,5,13:08:51,13:12:41,3.83,2.3,1.02,Success
FLIGHT-0824,5,13:16:26,13:18:10,1.73,1.04,0.57,Success
FLIGHT-0825,5,13:20:41,13:24:27,3.77,2.26,1.91,Success
FLIGHT-0826,5,13:31:59,13:36:56,4.95,2.97,1.48,Success
FLIGHT-0827,5,13:44:22,13:46:39,2.28,1.37,1.11,Success
FLIGHT-0828,5,13:54:23,13:56:54,2.52,1.51,1.85,Success
FLIGHT-0829,5,14:00:10,14:04:47,4.62,2.77,1.23,Success
FLIGHT-0830,5,14:07:25,14:10:06,2.68,1.61,1.06,Success
FLIGHT-0831,5,14:14:05,14:16:27,2.37,1.42,0.92,Success
FLIGHT-0832,5,14:22:12,14:27:09,4.95,2.97,0.93,Warning_HighWind
FLIGHT-0833,5,14:30:20,14:32:51,2.52,1.51,0.71,Success
FLIGHT-0834,5,14:39:06,14:43:42,4.6,2.76,1.01,Success
FLIGHT-0835,5,14:51:06,14:55:45,4.65,2.79,1.98,Success
FLIGHT-0836,5,15:01:17,15:04:10,2.88,1.73,0.87,GCS_Disconnect_RTL
FLIGHT-0837,5,15:08:16,15:12:35,4.32,2.59,1.69,Success
FLIGHT-0838,5,15:19:07,15:23:08,4.02,2.41,1.23,Warning_HighWind
FLIGHT-0839,5,15:28:01,15:30:42,2.68,1.61,0.81,Success
FLIGHT-0840,5,15:36:30,15:40:35,4.08,2.45,1.64,Success
FLIGHT-0841,5,15:46:04,15:49:58,3.9,2.34,1.56,Warning_HighWind
FLIGHT-0842,5,15:55:55,15:58:58,3.05,1.83,1.21,Success
FLIGHT-0843,5,16:02:49,16:05:13,2.4,1.44,1.47,Success
FLIGHT-0844,5,16:10:12,16:15:03,4.85,2.91,1.66,Success
FLIGHT-0845,5,16:22:15,16:24:36,2.35,1.41,1.89,Warning_HighWind
FLIGHT-0846,5,16:32:06,16:35:13,3.12,1.87,0.82,Success
FLIGHT-0847,5,16:41:09,16:46:04,4.92,2.95,1.87,Success
FLIGHT-0848,5,16:52:31,16:55:05,2.57,1.54,1.42,Success
FLIGHT-0849,5,16:58:47,17:03:07,4.33,2.6,1.48,Success
FLIGHT-0850,5,17:08:39,17:11:33,2.9,1.74,1.75,Warning_HighWind
FLIGHT-0851,5,17:15:14,17:19:28,4.23,2.54,1.62,Success
FLIGHT-0852,5,17:25:14,17:28:38,3.4,2.04,1.02,Success
FLIGHT-0853,5,17:31:40,17:34:53,3.22,1.93,1.9,Success
FLIGHT-0854,5,17:39:19,17:43:52,4.55,2.73,0.98,Success
FLIGHT-0855,5,17:49:55,17:52:32,2.62,1.57,1.03,Warning_HighWind
FLIGHT-0856,5,17:59:00,18:01:21,2.35,1.41,1.52,Success
FLIGHT-0857,5,18:06:28,18:09:20,2.87,1.72,0.97,Success
FLIGHT-0858,5,18:16:03,18:19:41,3.63,2.18,0.63,Warning_HighWind
FLIGHT-0859,5,18:25:08,18:28:31,3.38,2.03,1.89,Success
FLIGHT-0860,5,18:33:34,18:36:19,2.75,1.65,0.91,Success
FLIGHT-0861,5,18:43:08,18:45:44,2.6,1.56,0.87,Success
FLIGHT-0862,5,18:52:25,18:56:22,3.95,2.37,1.63,Success
FLIGHT-0863,5,18:58:26,19:03:10,4.73,2.84,1.64,GCS_Disconnect_RTL
FLIGHT-0864,5,19:06:54,19:11:24,4.5,2.7,0.87,Success
FLIGHT-0865,5,19:19:03,19:22:52,3.82,2.29,1.86,Success
FLIGHT-0866,5,19:27:00,19:29:58,2.97,1.78,1.59,Warning_HighWind
FLIGHT-0867,5,19:37:37,19:42:03,4.43,2.66,1.73,Success
FLIGHT-0868,5,19:48:56,19:52:48,3.87,2.32,1.92,Success
FLIGHT-0869,5,19:55:12,19:57:02,1.83,1.1,1.38,Success
FLIGHT-0870,5,20:00:53,20:04:10,3.28,1.97,1.6,Success
FLIGHT-0871,5,20:09:56,20:13:09,3.22,1.93,1.49,Warning_HighWind
FLIGHT-0872,5,20:20:53,20:25:22,4.48,2.69,0.52,Success
FLIGHT-0873,5,20:27:26,20:30:57,3.52,2.11,1.37,Success
FLIGHT-0874,5,20:36:53,20:40:04,3.18,1.91,0.82,Success
FLIGHT-0875,5,20:48:03,20:52:40,4.62,2.77,1.43,Success
FLIGHT-0876,5,20:56:09,21:01:03,4.9,2.94,1.35,Success
FLIGHT-0877,5,21:06:42,21:10:13,3.52,2.11,1.69,Success
FLIGHT-0878,5,21:15:16,21:19:27,4.18,2.51,0.58,Success
FLIGHT-0879,5,21:26:04,21:28:13,2.15,1.29,1.98,Success
FLIGHT-0880,5,21:33:14,21:37:33,4.32,2.59,1.74,Success
FLIGHT-0881,5,21:43:00,21:44:37,1.62,0.97,0.74,Success
FLIGHT-0882,5,21:48:57,21:52:51,3.9,2.34,1.75,Success
FLIGHT-0883,5,21:57:33,22:00:52,3.32,1.99,0.77,Success
FLIGHT-0884,5,22:07:34,22:09:16,1.7,1.02,1.19,Success
FLIGHT-0885,5,22:11:21,22:16:07,4.77,2.86,1.9,Success
FLIGHT-0886,5,22:18:32,22:20:48,2.27,1.36,1.21,Success
FLIGHT-0887,5,22:26:49,22:30:44,3.92,2.35,1,Warning_HighWind
FLIGHT-0888,5,22:33:27,22:36:55,3.47,2.08,1.27,Success
FLIGHT-0889,5,22:44:31,22:48:43,4.2,2.52,1.03,Success
FLIGHT-0890,5,22:51:26,22:54:39,3.22,1.93,0.98,Success
FLIGHT-0891,5,22:57:28,23:00:02,2.57,1.54,1.17,Success
FLIGHT-0892,5,23:04:09,23:08:00,3.85,2.31,0.92,Success
FLIGHT-0893,5,23:14:55,23:19:31,4.6,2.76,0.54,Warning_HighWind
FLIGHT-0894,5,23:27:16,23:29:13,1.95,1.17,1.28,Success
FLIGHT-0895,5,23:33:28,23:35:21,1.88,1.13,1.95,Success
FLIGHT-0896,5,23:41:44,23:44:24,2.67,1.6,1.9,Warning_HighWind
FLIGHT-0897,5,23:51:36,23:56:33,4.95,2.97,1.1,Success
FLIGHT-0898,5,24:01:49,24:05:15,3.43,2.06,1.14,Success
FLIGHT-0899,5,24:10:07,24:14:07,4,2.4,1.75,Success
FLIGHT-0900,5,24:17:54,24:19:27,1.55,0.93,1.65,Success
FLIGHT-0901,5,24:25:57,24:30:14,4.28,2.57,1.32,Success
FLIGHT-0902,5,24:32:19,24:35:40,3.35,2.01,1.83,Success
FLIGHT-0903,5,24:42:38,24:46:32,3.9,2.34,1.55,Success
FLIGHT-0904,5,24:52:05,24:56:52,4.78,2.87,1.16,Success
FLIGHT-0905,6,0:02:58,0:04:38,1.67,1,1.18,Success
FLIGHT-0906,6,0:07:53,0:10:49,2.93,1.76,1.19,Success
FLIGHT-0907,6,0:18:17,0:20:09,1.87,1.12,0.6,Success
FLIGHT-0908,6,0:26:24,0:28:23,1.98,1.19,1.66,Success
FLIGHT-0909,6,0:30:47,0:33:30,2.72,1.63,1.85,Success
FLIGHT-0910,6,0:37:36,0:41:54,4.3,2.58,0.58,Success
FLIGHT-0911,6,0:48:19,0:51:27,3.13,1.88,0.85,Success
FLIGHT-0912,6,0:56:55,1:01:36,4.68,2.81,0.92,Success
FLIGHT-0913,6,1:04:29,1:07:13,2.73,1.64,1.13,Success
FLIGHT-0914,6,1:12:19,1:15:18,2.98,1.79,1.92,Success
FLIGHT-0915,6,1:21:16,1:23:33,2.28,1.37,1.55,Success
FLIGHT-0916,6,1:29:38,1:33:17,3.65,2.19,0.59,Success
FLIGHT-0917,6,1:36:28,1:38:04,1.6,0.96,0.7,Success
FLIGHT-0918,6,1:40:15,1:44:05,3.83,2.3,1.75,Success
FLIGHT-0919,6,1:50:56,1:52:33,1.62,0.97,1.9,Success
FLIGHT-0920,6,2:00:21,2:04:45,4.4,2.64,1.81,Success
FLIGHT-0921,6,2:07:55,2:12:24,4.48,2.69,1.24,Success
FLIGHT-0922,6,2:18:11,2:22:35,4.4,2.64,1.29,Success
FLIGHT-0923,6,2:25:38,2:29:52,4.23,2.54,1.64,Success
FLIGHT-0924,6,2:37:17,2:39:49,2.53,1.52,1.04,Success
FLIGHT-0925,6,2:47:44,2:49:43,1.98,1.19,1.09,Success
FLIGHT-0926,6,2:57:00,3:00:27,3.45,2.07,0.89,Success
FLIGHT-0927,6,3:07:55,3:11:51,3.93,2.36,1.47,Success
FLIGHT-0928,6,3:16:18,3:17:56,1.63,0.98,1.32,Success
FLIGHT-0929,6,3:25:38,3:29:13,3.58,2.15,1.3,Success
FLIGHT-0930,6,3:36:12,3:38:15,2.05,1.23,0.55,Success
FLIGHT-0931,6,3:41:22,3:45:18,3.93,2.36,0.75,Success
FLIGHT-0932,6,3:52:58,3:57:36,4.63,2.78,1.46,Warning_HighWind
FLIGHT-0933,6,4:02:42,4:06:07,3.42,2.05,1.17,Success
FLIGHT-0934,6,4:13:58,4:17:51,3.88,2.33,1.47,Success
FLIGHT-0935,6,4:21:18,4:24:56,3.63,2.18,0.69,Success
FLIGHT-0936,6,4:32:01,4:35:50,3.82,2.29,0.56,Success
FLIGHT-0937,6,4:43:10,4:45:26,2.27,1.36,0.82,Success
FLIGHT-0938,6,4:52:05,4:53:38,1.55,0.93,0.65,Success
FLIGHT-0939,6,4:58:28,5:01:12,2.73,1.64,1.77,Success
FLIGHT-0940,6,5:06:13,5:10:56,4.72,2.83,1.65,GCS_Disconnect_RTL
FLIGHT-0941,6,5:14:19,5:18:34,4.25,2.55,0.72,Success
FLIGHT-0942,6,5:25:31,5:27:40,2.15,1.29,0.99,Success
FLIGHT-0943,6,5:34:42,5:38:56,4.23,2.54,1.48,Success
FLIGHT-0944,6,5:44:57,5:48:13,3.27,1.96,0.67,Warning_HighWind
FLIGHT-0945,6,5:51:41,5:54:16,2.58,1.55,1.12,Success
FLIGHT-0946,6,5:56:25,5:59:30,3.08,1.85,1.71,Success
FLIGHT-0947,6,6:02:35,6:05:09,2.57,1.54,1.51,Success
FLIGHT-0948,6,6:09:47,6:12:13,2.43,1.46,1.95,Success
FLIGHT-0949,6,6:16:48,6:19:41,2.88,1.73,1.35,Success
FLIGHT-0950,6,6:27:14,6:30:24,3.17,1.9,1.4,Success
FLIGHT-0951,6,6:37:55,6:41:54,3.98,2.39,0.71,Success
FLIGHT-0952,6,6:47:19,6:50:55,3.6,2.16,1.55,Warning_HighWind
FLIGHT-0953,6,6:55:38,6:59:35,3.95,2.37,1.92,GCS_Disconnect_RTL
FLIGHT-0954,6,7:03:37,7:07:30,3.88,2.33,0.83,Success
FLIGHT-0955,6,7:13:20,7:18:15,4.92,2.95,1.59,Success
FLIGHT-0956,6,7:22:36,7:25:06,2.5,1.5,1.01,Success
FLIGHT-0957,6,7:29:54,7:32:17,2.38,1.43,1.88,Success
FLIGHT-0958,6,7:39:59,7:43:12,3.22,1.93,0.93,Success
FLIGHT-0959,6,7:49:16,7:51:16,2,1.2,0.98,Success
FLIGHT-0960,6,7:56:25,7:58:26,2.02,1.21,1.78,Warning_HighWind
FLIGHT-0961,6,8:03:46,8:05:44,1.97,1.18,0.63,Success
FLIGHT-0962,6,8:13:08,8:16:06,2.97,1.78,1.08,Success
FLIGHT-0963,6,8:19:41,8:22:25,2.73,1.64,1.74,Warning_HighWind
FLIGHT-0964,6,8:25:18,8:27:03,1.75,1.05,1.99,Success
FLIGHT-0965,6,8:30:00,8:34:30,4.5,2.7,0.96,Success
FLIGHT-0966,6,8:41:55,8:43:32,1.62,0.97,0.97,Success
FLIGHT-0967,6,8:48:14,8:53:00,4.77,2.86,1.37,Success
FLIGHT-0968,6,8:56:12,9:00:28,4.27,2.56,1.81,Success
FLIGHT-0969,6,9:05:20,9:09:40,4.33,2.6,0.78,Success
FLIGHT-0970,6,9:12:31,9:15:51,3.33,2,1.43,Success
FLIGHT-0971,6,9:21:10,9:23:21,2.18,1.31,1.29,Success
FLIGHT-0972,6,9:26:37,9:30:42,4.08,2.45,1.66,Success
FLIGHT-0973,6,9:37:09,9:42:05,4.93,2.96,1.32,Success
FLIGHT-0974,6,9:44:15,9:46:22,2.12,1.27,1.28,Success
FLIGHT-0975,6,9:52:11,9:55:33,3.37,2.02,1.42,Warning_HighWind
FLIGHT-0976,6,9:58:24,10:01:51,3.45,2.07,1.84,Success
FLIGHT-0977,6,10:09:14,10:13:16,4.03,2.42,1.55,Success
FLIGHT-0978,6,10:16:06,10:19:32,3.43,2.06,1.29,Success
FLIGHT-0979,6,10:26:00,10:28:58,2.97,1.78,1.75,Success
FLIGHT-0980,6,10:35:17,10:38:01,2.73,1.64,1.9,Success
FLIGHT-0981,6,10:45:48,10:50:19,4.52,2.71,1.33,Success
FLIGHT-0982,6,10:56:13,10:59:33,3.33,2,1.02,Success
FLIGHT-0983,6,11:07:25,11:11:38,4.22,2.53,0.75,Success
FLIGHT-0984,6,11:17:05,11:21:12,4.12,2.47,1.91,Success
FLIGHT-0985,6,11:26:48,11:31:16,4.47,2.68,0.5,Success
FLIGHT-0986,6,11:37:21,11:41:36,4.25,2.55,1.18,Success
FLIGHT-0987,6,11:49:12,11:54:11,4.98,2.99,0.8,Success
FLIGHT-0988,6,12:01:16,12:03:37,2.35,1.41,0.95,Success
FLIGHT-0989,6,12:05:40,12:09:34,3.9,2.34,1.43,Success
FLIGHT-0990,6,12:12:44,12:17:11,4.45,2.67,1.81,Success
FLIGHT-0991,6,12:24:02,12:28:29,4.45,2.67,1.29,Success
FLIGHT-0992,6,12:32:54,12:36:59,4.08,2.45,0.94,Success
FLIGHT-0993,6,12:42:05,12:44:05,2,1.2,1.39,Success
FLIGHT-0994,6,12:46:43,12:50:24,3.68,2.21,0.8,Success
FLIGHT-0995,6,12:56:51,12:58:56,2.08,1.25,1.68,Success
FLIGHT-0996,6,13:05:12,13:08:48,3.6,2.16,1.81,Warning_HighWind
FLIGHT-0997,6,13:11:57,13:14:10,2.22,1.33,0.56,Success
FLIGHT-0998,6,13:17:44,13:20:54,3.17,1.9,0.52,Warning_HighWind
FLIGHT-0999,6,13:23:05,13:26:32,3.45,2.07,1.43,Success
FLIGHT-1000,6,13:34:03,13:36:01,1.97,1.18,0.92,Success
FLIGHT-1001,6,13:41:00,13:44:26,3.43,2.06,0.67,Success
FLIGHT-1002,6,13:49:55,13:54:10,4.25,2.55,0.82,Success
FLIGHT-1003,6,13:56:20,13:58:57,2.62,1.57,0.8,Success
FLIGHT-1004,6,14:01:18,14:06:01,4.72,2.83,1.74,Success
FLIGHT-1005,6,14:11:05,14:13:59,2.9,1.74,1.12,Warning_HighWind
FLIGHT-1006,6,14:19:42,14:24:10,4.47,2.68,1.44,Success
FLIGHT-1007,6,14:29:44,14:34:30,4.77,2.86,1.65,Success
FLIGHT-1008,6,14:41:24,14:44:55,3.52,2.11,0.62,Success
FLIGHT-1009,6,14:52:33,14:54:12,1.65,0.99,0.8,Success
FLIGHT-1010,6,14:58:02,15:00:09,2.12,1.27,1.27,Success
FLIGHT-1011,6,15:04:10,15:07:03,2.88,1.73,1.21,Success
FLIGHT-1012,6,15:11:18,15:14:14,2.93,1.76,1.28,Warning_HighWind
FLIGHT-1013,6,15:21:47,15:24:33,2.77,1.66,0.67,Warning_HighWind
FLIGHT-1014,6,15:30:18,15:34:36,4.3,2.58,1.85,Success
FLIGHT-1015,6,15:41:01,15:45:58,4.95,2.97,1.76,Success
FLIGHT-1016,6,15:48:09,15:51:07,2.97,1.78,0.69,Success
FLIGHT-1017,6,15:57:45,16:02:05,4.33,2.6,1.54,Success
FLIGHT-1018,6,16:07:14,16:11:04,3.83,2.3,0.64,Success
FLIGHT-1019,6,16:18:22,16:22:56,4.57,2.74,0.58,Success
FLIGHT-1020,6,16:27:12,16:29:49,2.62,1.57,0.77,Success
FLIGHT-1021,6,16:31:54,16:36:51,4.95,2.97,1.94,Success
FLIGHT-1022,6,16:42:07,16:44:01,1.9,1.14,0.58,Success
FLIGHT-1023,6,16:51:01,16:54:24,3.38,2.03,1,Success
FLIGHT-1024,6,16:58:14,17:02:46,4.53,2.72,1.67,Warning_HighWind
FLIGHT-1025,6,17:08:43,17:10:26,1.72,1.03,1.75,Success
FLIGHT-1026,6,17:13:16,17:17:36,4.33,2.6,1.97,Success
FLIGHT-1027,6,17:25:13,17:27:58,2.75,1.65,1.6,Success
FLIGHT-1028,6,17:30:25,17:33:57,3.53,2.12,0.6,Success
FLIGHT-1029,6,17:37:35,17:40:42,3.12,1.87,1.48,Success
FLIGHT-1030,6,17:44:47,17:47:43,2.93,1.76,1.35,Success
FLIGHT-1031,6,17:52:35,17:54:50,2.25,1.35,0.52,Success
FLIGHT-1032,6,18:01:31,18:04:25,2.9,1.74,1.99,Success
FLIGHT-1033,6,18:07:28,18:10:24,2.93,1.76,1.23,Success
FLIGHT-1034,6,18:14:49,18:17:45,2.93,1.76,0.87,Success
FLIGHT-1035,6,18:25:31,18:27:45,2.23,1.34,0.84,Success
FLIGHT-1036,6,18:32:34,18:36:18,3.73,2.24,1.67,Success
FLIGHT-1037,6,18:40:34,18:43:52,3.3,1.98,1.12,Success
FLIGHT-1038,6,18:50:52,18:53:38,2.77,1.66,1.16,Success
FLIGHT-1039,6,18:57:09,19:01:03,3.9,2.34,1.54,Success
FLIGHT-1040,6,19:07:59,19:11:42,3.72,2.23,1.86,Success
FLIGHT-1041,6,19:14:56,19:18:47,3.85,2.31,0.66,Success
FLIGHT-1042,6,19:24:31,19:28:32,4.02,2.41,0.55,Success
FLIGHT-1043,6,19:36:15,19:38:19,2.07,1.24,1.84,Success
FLIGHT-1044,6,19:42:24,19:45:22,2.97,1.78,0.97,Success
FLIGHT-1045,6,19:47:46,19:49:31,1.75,1.05,0.94,Success
FLIGHT-1046,6,19:57:06,20:00:19,3.22,1.93,0.87,Success
FLIGHT-1047,6,20:04:32,20:06:22,1.83,1.1,1.14,Success
FLIGHT-1048,6,20:09:00,20:11:00,2,1.2,0.76,Success
FLIGHT-1049,6,20:14:27,20:18:01,3.57,2.14,1.72,Success
FLIGHT-1050,6,20:20:09,20:23:27,3.3,1.98,1.7,Warning_HighWind
FLIGHT-1051,6,20:27:05,20:30:35,3.5,2.1,1.83,Success
FLIGHT-1052,6,20:35:00,20:38:20,3.33,2,1.52,Warning_HighWind
FLIGHT-1053,6,20:45:49,20:50:27,4.63,2.78,0.93,Success
